State,MethAcq,Drug,Nt Wt,Potency,NtWt*Potency,PricePerCocGram,Seize Year,Seize Month,Price,StudyMonth
IL,P,COCAINE HYDROCHLORIDE,28.15,73.44314143,20.67424431,97.85121861,2000,5,2023,65
IL,P,COCAINE HYDROCHLORIDE,54.43,66.743676,36.32858285,56.78724129,2004,12,2063,120
IL,P,COCAINE HYDROCHLORIDE,26.44,68.25243255,18.04594317,121.6339861,2005,6,2195,126
IL,P,COCAINE HYDROCHLORIDE,84.9,73.52500492,62.42272918,106.6278275,2002,12,6656,96
IL,P,COCAINE HYDROCHLORIDE,270.52,91.03747681,246.2745823,74.64026466,1996,6,18382,18
IL,P,COCAINE HYDROCHLORIDE,27.26,107.0913457,29.19310085,55.80085543,2004,3,1629,111
IL,P,COCAINE HYDROCHLORIDE,29.91,15.67436611,4.688202905,45.64648851,2005,6,214,126
IL,P,COCAINE HYDROCHLORIDE,27.75,74.24770986,20.60373949,88.67322367,1995,8,1827,8
IL,P,COCAINE HYDROCHLORIDE,55.41,100.4721552,55.6716212,53.52816994,2004,5,2980,113
IL,P,COCAINE HYDROCHLORIDE,55.66,91.76166754,51.07454415,62.82973354,2000,4,3209,64
IL,P,COCAINE HYDROCHLORIDE,54.57,25.45252695,13.88944396,282.948692,1999,3,3930,51
IL,P,COCAINE HYDROCHLORIDE,107.69,69.0119352,74.31895302,95.89747582,2005,2,7127,122
IL,P,COCAINE HYDROCHLORIDE,13.83,20.15616588,2.787597741,445.9036474,2003,4,1243,100
IL,P,COCAINE HYDROCHLORIDE,26.92,52.29766925,14.07853256,114.2164492,2003,8,1608,104
IL,P,COCAINE HYDROCHLORIDE,26.74,95.42413129,25.51641271,65.72240461,2004,7,1677,115
IL,P,COCAINE HYDROCHLORIDE,27.78,65.44535205,18.1807188,118.1471439,2005,12,2148,132
IL,P,COCAINE HYDROCHLORIDE,52.71,71.31554617,37.59042438,84.5960122,2001,5,3180,77
IL,P,COCAINE HYDROCHLORIDE,57.34,69.0774808,39.60902749,90.13096827,2004,12,3570,120
IL,P,COCAINE HYDROCHLORIDE,56.02,77.54440767,43.44037718,89.40990508,2002,8,3884,92
IL,P,COCAINE HYDROCHLORIDE,11.95,32.18100081,3.845629597,215.8294186,2002,1,830,85
IL,P,COCAINE HYDROCHLORIDE,12.41,27.90942224,3.463559301,204.7027172,2002,4,709,88
IL,P,COCAINE HYDROCHLORIDE,27.94,77.11690097,21.54646213,85.62890691,2000,8,1845,68
IL,P,COCAINE HYDROCHLORIDE,21.48,4.358392982,0.936182813,1837.248,1996,11,1720,23
IL,P,COCAINE HYDROCHLORIDE,25.93,91.21101377,23.65101587,94.0340158,1998,1,2224,37
IL,P,COCAINE HYDROCHLORIDE,41.46,11.55041001,4.78879999,548.5716684,2002,12,2627,96
IL,P,COCAINE HYDROCHLORIDE,55.06,87.34976673,48.09478156,70.0283875,2003,3,3368,99
IL,P,COCAINE HYDROCHLORIDE,54.9,81.52241738,44.75580714,64.9301216,1999,5,2906,53
IL,P,COCAINE HYDROCHLORIDE,56.35,86.57406281,48.78448439,33.186781,1999,6,1619,54
IL,P,COCAINE HYDROCHLORIDE,28.55,55.3716229,15.80859834,121.5794063,1996,1,1922,13
IL,P,COCAINE HYDROCHLORIDE,26.42,87.62893625,23.15156496,97.61759105,2002,2,2260,86
IL,P,COCAINE HYDROCHLORIDE,56.4,25.00494618,14.10278964,232.4362827,2000,7,3278,67
IL,P,COCAINE HYDROCHLORIDE,55.1,24.05676087,13.25527524,257.0297439,2003,12,3407,108
IL,P,COCAINE HYDROCHLORIDE,44.2,9.48489735,4.192324629,1007.555563,1999,7,4224,55
IL,P,COCAINE HYDROCHLORIDE,74.01,67.90187408,50.25417701,120.5272947,2002,1,6057,85
IL,P,COCAINE HYDROCHLORIDE,13.57,13.82794899,1.876452678,565.9615147,2002,12,1062,96
IL,P,COCAINE HYDROCHLORIDE,27.97,70.89448942,19.82918869,66.4676715,2001,4,1318,76
IL,P,COCAINE HYDROCHLORIDE,28.1,90.79895608,25.51450666,70.97922857,1996,8,1811,20
IL,P,COCAINE HYDROCHLORIDE,27.17,45.05422592,12.24123318,157.1737072,1997,1,1924,25
IL,P,COCAINE HYDROCHLORIDE,372.25,107.9141865,401.7105591,8.625613446,1999,1,3465,49
IL,P,COCAINE HYDROCHLORIDE,7.11,60.78689274,4.321948074,126.1005432,2001,7,545,79
IL,P,COCAINE HYDROCHLORIDE,5.8,93.81199092,5.441095473,117.439586,1997,3,639,27
IL,P,COCAINE HYDROCHLORIDE,13.86,81.48614091,11.29397913,63.04243985,1997,7,712,31
IL,P,COCAINE HYDROCHLORIDE,28.08,46.18208431,12.96792927,145.8212765,1998,9,1891,45
IL,P,COCAINE HYDROCHLORIDE,19.37,89.14130129,17.26667006,53.16601272,2002,4,918,88
IL,P,COCAINE HYDROCHLORIDE,27.67,62.16867367,17.202072,41.97168805,2002,6,722,90
IL,P,COCAINE HYDROCHLORIDE,25.15,67.45295572,16.96441836,103.3339288,2005,5,1753,125
IL,P,COCAINE HYDROCHLORIDE,26.35,87.27210154,22.99619876,78.14334965,2000,12,1797,72
IL,P,COCAINE HYDROCHLORIDE,28.13,86.13442261,24.22961308,79.36569163,2002,7,1923,91
IL,P,COCAINE HYDROCHLORIDE,27.81,55.99574675,15.57241717,116.2311528,2001,12,1810,84
IL,P,COCAINE HYDROCHLORIDE,53.26,66.13400322,35.22297012,1.192403703,1997,8,42,32
IL,P,COCAINE HYDROCHLORIDE,0.295,85.07815766,0.250980565,215.1561017,1996,10,54,22
IL,P,COCAINE HYDROCHLORIDE,0.302,79.27228161,0.23940229,601.4980046,2003,4,144,100
IL,P,COCAINE HYDROCHLORIDE,11.63,25.17556401,2.927918094,298.5056179,1999,5,874,53
IL,P,COCAINE HYDROCHLORIDE,13.05,97.161765,12.67961033,26.49923706,1998,1,336,37
IL,P,COCAINE HYDROCHLORIDE,28.6,20.33638751,5.816206829,211.9938366,1997,3,1233,27
IL,P,COCAINE HYDROCHLORIDE,28,76.38554324,21.38795211,71.6758665,1999,7,1533,55
IL,P,COCAINE HYDROCHLORIDE,48.64,92.97846413,45.22472495,39.5580073,2005,9,1789,129
IL,P,COCAINE HYDROCHLORIDE,27.92,57.22764422,15.97795827,38.05242133,1997,1,608,25
IL,P,COCAINE HYDROCHLORIDE,27.7,90.57047028,25.08802027,78.24451587,2005,9,1963,129
IL,P,COCAINE HYDROCHLORIDE,27.8,39.87745264,11.08593183,161.6463124,2003,11,1792,107
IL,P,COCAINE HYDROCHLORIDE,55.94,85.69808207,47.93950711,60.18000964,2001,11,2885,83
IL,P,COCAINE HYDROCHLORIDE,56.44,94.15427011,53.14067005,58.93790946,2000,11,3132,71
IL,P,COCAINE HYDROCHLORIDE,57,86.63826406,49.38381051,62.7128601,1996,10,3097,22
IL,P,COCAINE HYDROCHLORIDE,996,93.20788607,928.3505453,41.65236957,2003,2,38668,98
IL,P,COCAINE HYDROCHLORIDE,28.28,73.1845309,20.69658534,77.88724437,1998,5,1612,41
IL,P,COCAINE HYDROCHLORIDE,28.08,81.00678991,22.74670661,89.72727505,1999,12,2041,60
IL,P,COCAINE HYDROCHLORIDE,23.24,100.0881224,23.26047965,66.8515879,1995,4,1555,4
IL,P,COCAINE HYDROCHLORIDE,27.4,89.69798921,24.57724904,78.52790996,1999,3,1930,51
IL,P,COCAINE HYDROCHLORIDE,56.36,83.80622433,47.23318803,4.84828591,1995,12,229,12
IL,P,COCAINE HYDROCHLORIDE,13.2,55.39588232,7.312256466,78.63509748,2003,6,575,102
IL,P,COCAINE HYDROCHLORIDE,11.3,71.24302591,8.050461928,139.6193175,2003,11,1124,107
IL,P,COCAINE HYDROCHLORIDE,26.26,100.4858836,26.38759304,60.82403945,2003,4,1605,100
IL,P,COCAINE HYDROCHLORIDE,1.96,69.01120915,1.352619699,262.4536669,1997,2,355,26
IL,P,COCAINE HYDROCHLORIDE,13.72,73.79060472,10.12407097,73.98209696,1998,4,749,40
IL,P,COCAINE HYDROCHLORIDE,13.48,55.23341066,7.445463756,109.462624,2004,1,815,109
IL,P,COCAINE HYDROCHLORIDE,13.93,75.33184644,10.49372621,22.77551322,2005,12,239,132
IL,P,COCAINE HYDROCHLORIDE,27.63,95.8687015,26.48852222,59.11994587,2001,8,1566,80
IL,P,COCAINE HYDROCHLORIDE,27.92,62.65827513,17.49419042,9.717511697,2005,8,170,128
IL,P,COCAINE HYDROCHLORIDE,27.08,36.85406278,9.9800802,193.9864171,2005,10,1936,130
IL,P,COCAINE HYDROCHLORIDE,27.13,10.94799375,2.970190704,366.9798031,2005,7,1090,127
IL,P,COCAINE HYDROCHLORIDE,35.2,93.95941174,33.07371293,64.97607343,2001,6,2149,78
IL,P,COCAINE HYDROCHLORIDE,56.7,76.82625806,43.56048832,67.63009584,1997,11,2946,35
IL,P,COCAINE HYDROCHLORIDE,55.3,86.34539146,47.74900148,88.98615402,1996,12,4249,24
IL,P,COCAINE HYDROCHLORIDE,0.315,88.65438149,0.279261302,196.9481617,2001,5,55,77
IL,P,COCAINE HYDROCHLORIDE,27.8,100.8995987,28.05008844,41.06938923,2005,9,1152,129
IL,P,COCAINE HYDROCHLORIDE,26.6,93.35400849,24.83216626,50.49901756,2001,9,1254,81
IL,P,COCAINE HYDROCHLORIDE,28.97,54.71187628,15.85003056,38.48573022,2002,6,610,90
IL,P,COCAINE HYDROCHLORIDE,26.69,85.91141902,22.92975774,66.20218222,2003,1,1518,97
IL,P,COCAINE HYDROCHLORIDE,20.3,90.99703876,18.47239887,13.53370517,1998,12,250,48
IL,P,COCAINE HYDROCHLORIDE,25.47,85.96748933,21.89591953,22.19591643,2000,5,486,65
IL,P,COCAINE HYDROCHLORIDE,26.77,66.59714673,17.82805618,101.7497355,1998,9,1814,45
IL,P,COCAINE HYDROCHLORIDE,58.22,25.11693758,14.62308106,227.517032,2005,2,3327,122
IL,P,COCAINE HYDROCHLORIDE,52.25,94.67639251,49.46841509,24.88456519,1998,11,1231,47
IL,P,COCAINE HYDROCHLORIDE,55.22,88.9456407,49.11578279,68.08402126,2003,10,3344,106
IL,P,COCAINE HYDROCHLORIDE,56.65,26.45485599,14.98667592,248.7542948,2002,8,3728,92
IL,P,COCAINE HYDROCHLORIDE,57.6,79.59218087,45.84509618,85.65801639,1997,1,3927,25
IL,P,COCAINE HYDROCHLORIDE,56.25,76.4116529,42.98155475,92.03948118,1999,6,3956,54
IL,P,COCAINE HYDROCHLORIDE,55.7,101.0194944,56.26785841,77.48651048,2001,4,4360,76
IL,P,COCAINE HYDROCHLORIDE,28.3,35.11984274,9.938915495,142.5708872,1995,12,1417,12
IL,P,COCAINE HYDROCHLORIDE,28.99,101.3715308,29.38760677,48.83010758,1996,2,1435,14
IL,P,COCAINE HYDROCHLORIDE,27.9,98.28519983,27.42157075,59.4787226,2000,9,1631,69
IL,P,COCAINE HYDROCHLORIDE,27.71,83.74534827,23.205836,62.05335588,1998,1,1440,37
IL,P,COCAINE HYDROCHLORIDE,27.3,79.68033619,21.75273178,79.76009715,2003,7,1735,103
IL,P,COCAINE HYDROCHLORIDE,56.1,37.95375864,21.2920586,138.9720015,1999,1,2959,49
IL,P,COCAINE HYDROCHLORIDE,55.8,62.89606907,35.09600654,105.4535933,1997,8,3701,32
IL,P,COCAINE HYDROCHLORIDE,21.47,91.54477468,19.65466312,33.22366788,1999,3,653,51
IL,P,COCAINE HYDROCHLORIDE,26.89,7.007588627,1.884340582,770.561338,2001,8,1452,80
IL,P,COCAINE HYDROCHLORIDE,27.61,85.74530518,23.67427876,66.14773847,2000,10,1566,70
IL,P,COCAINE HYDROCHLORIDE,28.05,85.92266281,24.10130692,30.66223763,2002,11,739,95
IL,P,COCAINE HYDROCHLORIDE,28,85.10022806,23.82806386,89.7680992,2000,7,2139,67
IL,P,COCAINE HYDROCHLORIDE,55.7,90.63344215,50.48282728,56.3954151,2000,8,2847,68
IL,P,COCAINE HYDROCHLORIDE,55.89,99.89922426,55.83367644,51.24147616,2001,9,2861,81
IL,P,COCAINE HYDROCHLORIDE,55.66,80.79234747,44.9690206,66.37903072,2003,11,2985,107
IL,P,COCAINE HYDROCHLORIDE,55.84,66.68279731,37.23567402,10.17841116,2004,10,379,118
IL,P,COCAINE HYDROCHLORIDE,54.07,3.142908913,1.699370849,2004.27117,2001,7,3406,79
IL,P,COCAINE HYDROCHLORIDE,55.72,87.73602187,48.88651139,17.46903135,2004,2,854,110
IL,P,COCAINE HYDROCHLORIDE,56.07,99.88197766,56.00382488,64.28132378,2001,6,3600,78
IL,P,COCAINE HYDROCHLORIDE,90.88,73.74198163,67.0167129,62.37250111,2003,3,4180,99
IL,P,COCAINE HYDROCHLORIDE,55.4,61.53087191,34.08810304,221.8369262,2003,1,7562,97
IL,P,COCAINE HYDROCHLORIDE,13.85,61.07899084,8.459440232,112.1823636,2002,3,949,87
IL,P,COCAINE HYDROCHLORIDE,27.52,93.69292293,25.78429239,49.0608771,2000,12,1265,72
IL,P,COCAINE HYDROCHLORIDE,28.167,64.22536271,18.09035791,93.08826326,2001,4,1684,76
IL,P,COCAINE HYDROCHLORIDE,28.6,68.20193277,19.50575277,90.22979121,2005,11,1760,131
IL,P,COCAINE HYDROCHLORIDE,55.92,81.45084901,45.54731477,53.65848706,1999,5,2444,53
IL,P,COCAINE HYDROCHLORIDE,56.5,66.62642123,37.64392799,13.22922518,2003,3,498,99
IL,P,COCAINE HYDROCHLORIDE,55.78,58.5152851,32.63982603,5.300273349,2004,2,173,110
IL,P,COCAINE HYDROCHLORIDE,56,71.82259727,40.22065447,0.919925359,1996,9,37,21
IL,P,COCAINE HYDROCHLORIDE,55.7,72.422082,40.33909967,101.5144124,2000,10,4095,70
IL,P,COCAINE HYDROCHLORIDE,84.03,72.45899229,60.88729122,2.447144503,1998,10,149,46
IL,P,COCAINE HYDROCHLORIDE,126,87.44841685,110.1850052,63.2844731,1998,8,6973,44
IL,P,COCAINE HYDROCHLORIDE,28.12,101.5202995,28.54750821,41.2645472,2001,6,1178,78
IL,P,COCAINE HYDROCHLORIDE,27.67,4.428076393,1.225248738,1254.439162,1999,3,1537,51
IL,P,COCAINE HYDROCHLORIDE,27.74,14.18511399,3.93495062,457.6931641,1998,11,1801,47
IL,P,COCAINE HYDROCHLORIDE,28.7,79.4330222,22.79727737,92.20399286,1999,8,2102,56
IL,P,COCAINE HYDROCHLORIDE,26.6,6.421723497,1.70817845,941.9390579,2003,12,1609,108
IL,P,COCAINE HYDROCHLORIDE,27.93,33.90674406,9.470153615,200.1023507,2004,10,1895,118
IL,P,COCAINE HYDROCHLORIDE,56.27,95.87237824,53.94738724,52.40290855,1997,7,2827,31
IL,P,COCAINE HYDROCHLORIDE,27.91,92.30511391,25.76235729,50.61648611,1997,7,1304,31
IL,P,COCAINE HYDROCHLORIDE,57.31,57.88383376,33.17322513,68.27795582,1997,10,2265,34
IL,P,COCAINE HYDROCHLORIDE,55.92,77.80386321,43.50792031,61.46007396,1995,9,2674,9
IL,P,COCAINE HYDROCHLORIDE,55.93,81.26369778,45.45078617,32.0346494,2000,7,1456,67
IL,P,COCAINE HYDROCHLORIDE,39.8,31.46743625,12.52403963,234.109767,2000,2,2932,62
IL,P,COCAINE HYDROCHLORIDE,54.9,80.87692327,44.40143088,83.06038628,2002,1,3688,85
IL,P,COCAINE HYDROCHLORIDE,27.6,60.09385979,16.5859053,78.07834281,1997,10,1295,34
IL,P,COCAINE HYDROCHLORIDE,27.73,100.2681126,27.80434763,38.37529347,1996,6,1067,18
IL,P,COCAINE HYDROCHLORIDE,28.7,72.70632659,20.86671573,67.95511178,1995,6,1418,6
IL,P,COCAINE HYDROCHLORIDE,20.9,27.39349155,5.725239734,321.2092568,2000,3,1839,63
IL,P,COCAINE HYDROCHLORIDE,27.89,97.83286506,27.28558606,63.62333563,2000,8,1736,68
IL,P,COCAINE HYDROCHLORIDE,53.42,90.19959541,48.18462387,12.68039368,2003,12,611,108
IL,P,COCAINE HYDROCHLORIDE,56.08,87.44231591,49.03765076,56.42603096,2002,12,2767,96
IL,P,COCAINE HYDROCHLORIDE,13.99,84.74503952,11.85583103,70.4294788,1998,12,835,48
IL,P,COCAINE HYDROCHLORIDE,27.24,104.3530241,28.42576377,46.01459474,2000,5,1308,65
IL,P,COCAINE HYDROCHLORIDE,24.93,98.60939329,24.58332175,16.8406859,2001,7,414,79
IL,P,COCAINE HYDROCHLORIDE,28.5,88.24344389,25.14938151,60.08100038,1999,5,1511,53
IL,P,COCAINE HYDROCHLORIDE,28.42,95.92589554,27.26213951,57.47898104,1999,11,1567,59
IL,P,COCAINE HYDROCHLORIDE,53.36,93.14815869,49.70385748,51.26362679,2001,9,2548,81
IL,P,COCAINE HYDROCHLORIDE,55.99,96.98868439,54.30396439,51.54319821,2003,6,2799,102
IL,P,COCAINE HYDROCHLORIDE,56.6,81.53243379,46.14735752,65.78924911,1995,7,3036,7
IL,P,COCAINE HYDROCHLORIDE,27.83,99.43556305,27.6729172,34.79936695,2001,10,963,82
IL,P,COCAINE HYDROCHLORIDE,28.13,86.20468488,24.24937786,52.1662868,2001,11,1265,83
IL,P,COCAINE HYDROCHLORIDE,28.8,58.67511339,16.89843266,76.63432617,2000,1,1295,61
IL,P,COCAINE HYDROCHLORIDE,28,75.0346644,21.00970603,77.05962176,2001,10,1619,82
IL,P,COCAINE HYDROCHLORIDE,29.7,77.14192197,22.91115082,59.01056696,2000,6,1352,66
IL,P,COCAINE HYDROCHLORIDE,27.6,93.94467619,25.92873063,68.4183127,2000,1,1774,61
IL,P,COCAINE HYDROCHLORIDE,26.5,47.99952349,12.71987372,101.0230155,2000,4,1285,64
IL,P,COCAINE HYDROCHLORIDE,55.4,52.62860618,29.15624783,76.14148478,1996,5,2220,17
IL,P,COCAINE HYDROCHLORIDE,54.91,79.3765604,43.58566931,38.47594924,2003,12,1677,108
IL,P,COCAINE HYDROCHLORIDE,54.63,75.62614787,41.31456458,75.85702601,2003,12,3134,108
IL,P,COCAINE HYDROCHLORIDE,56.52,92.99262608,52.55943226,59.32331964,2004,6,3118,114
IL,P,COCAINE HYDROCHLORIDE,56,103.7460149,58.09776832,40.50069509,1996,5,2353,17
IL,P,COCAINE HYDROCHLORIDE,96.2,80.75886186,77.6900251,77.34583676,1996,10,6009,22
IL,P,COCAINE HYDROCHLORIDE,0.2,60.42119407,0.120842388,24.82572586,1999,5,3,53
IL,P,COCAINE HYDROCHLORIDE,0.71,61.97710247,0.440037428,181.8027172,2002,2,80,86
IL,P,COCAINE HYDROCHLORIDE,0.74,41.27807566,0.30545776,297.9135316,2004,8,91,116
IL,P,COCAINE HYDROCHLORIDE,0.83,57.05608511,0.473565506,230.1687909,1995,12,109,12
IL,P,COCAINE HYDROCHLORIDE,1.86,51.34257526,0.9549719,206.2887924,2005,10,197,130
IL,P,COCAINE HYDROCHLORIDE,2.58,80.95549638,2.088651807,23.46010946,1999,12,49,60
IL,P,COCAINE HYDROCHLORIDE,6.12,30.53644177,1.868830236,224.2044204,1997,6,419,30
IL,P,COCAINE HYDROCHLORIDE,6.71,1.348772671,0.090502646,6397.602987,2003,10,579,106
IL,P,COCAINE HYDROCHLORIDE,13.3,93.24936185,12.40216513,64.26297279,2005,8,797,128
IL,P,COCAINE HYDROCHLORIDE,12.66,54.45670194,6.894218466,147.6599567,2000,3,1018,63
IL,P,COCAINE HYDROCHLORIDE,12.63,67.0629782,8.470054147,104.1315657,1999,9,882,57
IL,P,COCAINE HYDROCHLORIDE,28.24,87.83723695,24.80523572,55.79467238,2002,4,1384,88
IL,P,COCAINE HYDROCHLORIDE,27.9,96.82725256,27.01480346,54.37759346,2004,8,1469,116
IL,P,COCAINE HYDROCHLORIDE,41.33,91.82014995,37.94926797,49.01280313,2005,1,1860,121
IL,P,COCAINE HYDROCHLORIDE,56.83,97.78326417,55.57022903,34.13698365,1995,6,1897,6
IL,P,COCAINE HYDROCHLORIDE,56.65,2.197368278,1.24480913,1552.848508,1999,4,1933,52
IL,P,COCAINE HYDROCHLORIDE,55.47,90.22053361,50.04532999,42.92108775,2002,7,2148,91
IL,P,COCAINE HYDROCHLORIDE,53.45,80.02626916,42.77404087,73.7830688,2002,4,3156,88
IL,P,COCAINE HYDROCHLORIDE,28.02,97.47133999,27.31146947,6.078032535,1995,2,166,2
IL,P,COCAINE HYDROCHLORIDE,28,62.75001136,17.57000318,39.66988468,2003,2,697,98
IL,P,COCAINE HYDROCHLORIDE,27.87,100.8854896,28.11678594,46.73364881,2003,8,1314,104
IL,P,COCAINE HYDROCHLORIDE,26.96,86.45236465,23.30755751,68.56145262,2005,7,1598,127
IL,P,COCAINE HYDROCHLORIDE,55.9,90.08687796,50.35856478,44.04414641,1998,8,2218,44
IL,P,COCAINE HYDROCHLORIDE,83.85,39.45213617,33.08061618,115.8382292,2001,5,3832,77
IL,P,COCAINE HYDROCHLORIDE,1.48,90.35636843,1.337274253,116.6552034,1995,9,156,9
IL,P,COCAINE HYDROCHLORIDE,9.47,84.16742899,7.970655525,117.8071235,1999,11,939,59
IL,P,COCAINE HYDROCHLORIDE,12.32,73.78436959,9.090234333,104.0677243,1995,8,946,8
IL,P,COCAINE HYDROCHLORIDE,27.27,74.65792108,20.35921508,104.7191648,1995,3,2132,3
IL,P,COCAINE HYDROCHLORIDE,55.33,70.2313403,38.85900059,26.04287256,1998,5,1012,41
IL,P,COCAINE HYDROCHLORIDE,55.66,95.41884636,53.11012988,45.22677699,2001,7,2402,79
IL,P,COCAINE HYDROCHLORIDE,9.47,31.544473,2.987261593,183.7803563,2002,11,549,95
IL,P,COCAINE HYDROCHLORIDE,21.6,95.24718537,20.57339204,39.90591335,1999,7,821,55
IL,P,COCAINE HYDROCHLORIDE,27.07,100.0343304,27.07929324,36.63315697,1995,2,992,2
IL,P,COCAINE HYDROCHLORIDE,27.99,89.70489133,25.10839908,45.24382444,2003,3,1136,99
IL,P,COCAINE HYDROCHLORIDE,28.04,94.40789897,26.47197487,12.57934104,1998,9,333,45
IL,P,COCAINE HYDROCHLORIDE,110.68,30.97304332,34.28096434,71.46823454,1996,11,2450,23
IL,P,COCAINE HYDROCHLORIDE,0.2107,93.58498426,0.197183562,162.285333,1997,8,32,32
IL,P,COCAINE HYDROCHLORIDE,12.8,42.10340567,5.389235926,40.07989314,2005,11,216,131
IL,P,COCAINE HYDROCHLORIDE,27.07,50.46362912,13.6605044,92.74913742,2001,3,1267,75
IL,P,COCAINE HYDROCHLORIDE,27.9,106.0712209,29.59387062,45.24585571,1996,4,1339,16
IL,P,COCAINE HYDROCHLORIDE,55.91,93.52928565,52.29222361,37.53904241,2005,6,1963,126
IL,P,COCAINE HYDROCHLORIDE,57.05,103.2271602,58.8910949,30.34414631,1998,3,1787,39
IL,P,COCAINE HYDROCHLORIDE,2.49,68.61425691,1.708494997,186.7140381,1997,3,319,27
IL,P,COCAINE HYDROCHLORIDE,3.22,67.46078378,2.172237238,116.930138,1997,4,254,28
IL,P,COCAINE HYDROCHLORIDE,27.1,43.3919226,11.75921103,76.62078672,1999,12,901,60
IL,P,COCAINE HYDROCHLORIDE,24.01,50.34649004,12.08819226,107.5429619,2004,10,1300,118
IL,P,COCAINE HYDROCHLORIDE,28.37,39.20021223,11.12110021,145.6690408,2004,4,1620,112
IL,P,COCAINE HYDROCHLORIDE,55.85,6.717613442,3.751787107,1009.918711,2001,6,3789,78
IL,P,COCAINE HYDROCHLORIDE,107.8,104.4684168,112.6169533,51.13794889,1995,6,5759,6
IL,P,COCAINE HYDROCHLORIDE,218.63,63.06606937,137.8813475,37.56128073,1995,4,5179,4
IL,P,COCAINE HYDROCHLORIDE,3.09,14.65062138,0.452704201,667.1022702,2003,5,302,101
IL,P,COCAINE HYDROCHLORIDE,28.23,70.3169876,19.8504856,87.90716938,1995,1,1745,1
IL,P,COCAINE HYDROCHLORIDE,27.99,68.6207177,19.20693889,98.14161493,2003,2,1885,98
IL,P,COCAINE HYDROCHLORIDE,41.22,101.9863198,42.03876103,21.45638877,2005,8,902,128
IL,P,COCAINE HYDROCHLORIDE,6.7,52.18321942,3.496275701,13.4428758,1996,5,47,17
IL,P,COCAINE HYDROCHLORIDE,24.67,99.96754419,24.66199315,46.10332964,1998,12,1137,48
IL,P,COCAINE HYDROCHLORIDE,27.44,97.77907047,26.83057694,12.97027644,1997,2,348,26
IL,P,COCAINE HYDROCHLORIDE,27.97,99.96391414,27.95990678,34.7640644,1995,7,972,7
IL,P,COCAINE HYDROCHLORIDE,55.7,81.00522379,45.11990965,52.94780106,1999,8,2389,56
IL,P,COCAINE HYDROCHLORIDE,29.1,79.55645378,23.15092805,44.83621554,1996,10,1038,22
IL,P,COCAINE HYDROCHLORIDE,17.6,70.97125791,12.49094139,92.0667197,1996,1,1150,13
IL,P,COCAINE HYDROCHLORIDE,28.07,64.91695549,18.2221894,86.04893546,2004,5,1568,113
IL,P,COCAINE HYDROCHLORIDE,28.01,25.36049337,7.103474194,204.266245,2001,9,1451,81
IL,P,COCAINE HYDROCHLORIDE,56.42,44.67156167,25.20369509,82.13081425,1995,6,2070,6
IL,P,COCAINE HYDROCHLORIDE,56.1,92.55901012,51.92560468,47.58731295,2005,2,2471,122
IL,P,COCAINE HYDROCHLORIDE,56.05,34.58040671,19.38231796,203.0200932,2005,11,3935,131
IL,P,COCAINE HYDROCHLORIDE,140.91,87.41834351,123.1811878,47.63714414,2001,2,5868,74
IL,P,COCAINE HYDROCHLORIDE,248.39,93.07342935,231.1850912,27.57963313,1997,7,6376,31
IL,P,COCAINE HYDROCHLORIDE,0.34,101.2380931,0.344209517,63.91456058,1998,9,22,45
IL,P,COCAINE HYDROCHLORIDE,6.69,74.6474813,4.993916499,93.3135346,2003,12,466,108
IL,P,COCAINE HYDROCHLORIDE,28.4,90.95933029,25.8324498,43.27889955,2004,7,1118,115
IL,P,COCAINE HYDROCHLORIDE,25.56,14.51327428,3.709592906,299.7633509,2001,11,1112,83
IL,P,COCAINE HYDROCHLORIDE,28.01,88.1603589,24.69371653,49.56726537,2003,7,1224,103
IL,P,COCAINE HYDROCHLORIDE,26.44,69.58898746,18.39932829,82.99216017,1998,7,1527,43
IL,P,COCAINE HYDROCHLORIDE,59.23,4.16269366,2.465563455,486.704164,1998,10,1200,46
IL,P,COCAINE HYDROCHLORIDE,54.2,61.84989015,33.52264046,86.95615739,2005,4,2915,124
IL,P,COCAINE HYDROCHLORIDE,124.46,90.38521874,112.4934432,29.29059601,1997,9,3295,33
IL,P,COCAINE HYDROCHLORIDE,28.21,101.1626418,28.53798126,0.525615315,1999,5,15,53
IL,P,COCAINE HYDROCHLORIDE,4.06,82.04453165,3.331007985,91.8640848,2003,1,306,97
IL,P,COCAINE HYDROCHLORIDE,26.8,93.24986853,24.99096477,43.49571976,1996,6,1087,18
IL,P,COCAINE HYDROCHLORIDE,27.35,104.0920688,28.46918083,36.74148569,2001,10,1046,82
IL,P,COCAINE HYDROCHLORIDE,49.17,4.644237994,2.283571822,681.8265952,1999,5,1557,53
IL,P,COCAINE HYDROCHLORIDE,27.89,83.37954511,23.25455513,9.675523729,1996,12,225,24
IL,P,COCAINE HYDROCHLORIDE,83.49,92.5440871,77.26505832,49.03898453,1996,8,3789,20
IL,P,COCAINE HYDROCHLORIDE,83.95,97.71614572,82.03270433,46.46927138,2004,8,3812,116
IL,P,COCAINE HYDROCHLORIDE,279.4,88.83123068,248.1944585,42.79708767,1999,2,10622,50
IL,P,COCAINE HYDROCHLORIDE,0.56,86.7890043,0.486018424,80.24387156,1995,8,39,8
IL,P,COCAINE HYDROCHLORIDE,7,23.0278632,1.611950424,324.4516657,1997,7,523,31
IL,P,COCAINE HYDROCHLORIDE,10,107.0144952,10.70144952,68.02816749,1995,5,728,5
